Opportunity Owner,Segment,Type,Source,Inbound Type,Current Stage (as of data pull),Base Annual Contract Value,Created Date,SQL Datestamp,SAL Datestamp,SQO Datestamp,Close Date,Funnel Stage Reached
Fabian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,12/21/2023 0:00:00,12/21/2023 8:06:00,12/21/2023 8:06:00,,2/6/2024 0:00:00,2 - SAL
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"10,080.00",9/19/2023 0:00:00,,,,9/27/2023 0:00:00,
Fabian,Mid-Market,New,Marketing , Website Direct,Closed Lost,,2/5/2024 0:00:00,2/5/2024 8:34:00,2/5/2024 8:34:00,,2/6/2024 0:00:00,2 - SAL
Katie,Enterprise,New,AE Outbound,Outbound,Closed Won,"42,966.00",8/11/2023 0:00:00,,,"9/28/2023, 11:27 AM",9/28/2023 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"11,880.00",9/6/2023 0:00:00,,,,9/28/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"5,400.00",9/26/2023 0:00:00,,,,9/28/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"24,129.60",9/21/2023 0:00:00,,,,9/28/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"14,130.00",9/25/2023 0:00:00,,,,9/28/2023 0:00:00,
Cindy,Enterprise,New,AE Outbound,Outbound,Closed Lost,"960,000.00",8/21/2023 0:00:00,8/21/2023 6:56:00,8/21/2023 6:56:00,"12/5/2023, 7:30 AM",2/5/2024 0:00:00,3 - SQO
Cindy,Enterprise,New,AE Outbound,Outbound,Closed Lost,,8/25/2023 0:00:00,8/25/2023 11:48:00,8/25/2023 11:48:00,,2/5/2024 0:00:00,2 - SAL
Cindy,Enterprise,New,AE Outbound,Outbound,Closed Lost,,9/29/2023 0:00:00,9/29/2023 10:02:00,9/29/2023 10:02:00,,2/5/2024 0:00:00,2 - SAL
Cindy,Enterprise,New,AE Outbound,Outbound,Closed Lost,,10/2/2023 0:00:00,10/2/2023 7:43:00,10/2/2023 7:43:00,,2/5/2024 0:00:00,2 - SAL
Cindy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,,10/11/2023 0:00:00,10/11/2023 9:41:00,,,2/5/2024 0:00:00,1 - SQL
Cindy,Enterprise,New,AE Outbound,Outbound,Closed Lost,,10/20/2023 0:00:00,10/20/2023 8:47:00,10/20/2023 8:47:00,,2/5/2024 0:00:00,2 - SAL
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,"60,000.00",11/21/2023 0:00:00,,,,2/5/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,868.00",9/26/2023 0:00:00,,,,9/28/2023 0:00:00,
Judy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,"480,000.00",9/19/2023 0:00:00,9/19/2023 13:10:00,9/20/2023 10:55:00,"9/20/2023, 10:56 AM",2/5/2024 0:00:00,3 - SQO
Judy,Enterprise,New,Marketing , Website Direct,Closed Lost,"14,550.00",1/12/2024 0:00:00,1/12/2024 7:44:00,1/23/2024 11:19:00,"1/31/2024, 10:16 AM",2/5/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,10/26/2023 0:00:00,10/26/2023 9:26:00,10/26/2023 9:26:00,,2/5/2024 0:00:00,2 - SAL
Andy,Mid-Market,New,Marketing , Website Direct,Closed Lost,,11/17/2023 0:00:00,11/17/2023 9:34:00,11/17/2023 9:34:00,,2/5/2024 0:00:00,2 - SAL
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"17,298.00",9/26/2023 0:00:00,,,,9/28/2023 0:00:00,
Fabian,Mid-Market,New,Marketing , Website Direct,Closed Lost,,8/16/2023 0:00:00,8/16/2023 10:52:00,8/16/2023 10:52:00,,2/5/2024 0:00:00,2 - SAL
Fabian,Mid-Market,New,Marketing , Website Direct,Closed Lost,"144,000.00",10/20/2023 0:00:00,10/20/2023 8:25:00,10/20/2023 8:25:00,"11/6/2023, 3:04 PM",2/5/2024 0:00:00,3 - SQO
Fabian,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,11/3/2023 0:00:00,11/3/2023 11:30:00,11/14/2023 14:04:00,,2/5/2024 0:00:00,2 - SAL
Bobby,Mid-Market,Expansion,SDR Outbound,Outbound,Closed Lost,,11/17/2023 0:00:00,,,,2/5/2024 0:00:00,
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,11/29/2023 0:00:00,11/29/2023 12:13:00,,,2/5/2024 0:00:00,1 - SQL
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"409,896.00",9/21/2023 0:00:00,,,,9/28/2023 0:00:00,
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/12/2023 0:00:00,10/12/2023 13:02:00,11/1/2023 10:09:00,,2/5/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,11/14/2023 0:00:00,11/14/2023 12:44:00,11/14/2023 12:44:00,,2/5/2024 0:00:00,2 - SAL
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"225,785.40",9/22/2023 0:00:00,,,,9/28/2023 0:00:00,
Ian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"48,000.00",11/5/2023 0:00:00,11/5/2023 9:43:00,11/5/2023 9:43:00,,2/2/2024 0:00:00,2 - SAL
Ian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"22,500.00",11/9/2023 0:00:00,11/9/2023 7:51:00,11/9/2023 7:51:00,"11/21/2023, 12:22 PM",2/2/2024 0:00:00,3 - SQO
Ian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,12/7/2023 0:00:00,12/7/2023 9:16:00,12/7/2023 9:16:00,,2/2/2024 0:00:00,2 - SAL
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,,9/25/2023 0:00:00,,,,9/28/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,808.00",9/26/2023 0:00:00,,,,9/28/2023 0:00:00,
Cindy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,"48,000.00",7/7/2023 0:00:00,7/7/2023 8:43:00,7/11/2023 5:55:00,"7/18/2023, 11:33 AM",2/1/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,Marketing , Website Direct,Closed Lost,,1/30/2024 0:00:00,1/30/2024 13:03:00,,,2/1/2024 0:00:00,1 - SQL
Fabian,Mid-Market,New,AE Outbound,Outbound,Closed Won,"44,073.00",7/26/2023 0:00:00,7/26/2023 13:23:00,7/26/2023 13:23:00,"8/1/2023, 11:05 AM",9/28/2023 0:00:00,4 - Closed Won
Myles,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,9/20/2023 0:00:00,9/20/2023 6:20:00,9/20/2023 6:20:00,,2/1/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,9/25/2023 0:00:00,9/25/2023 12:15:00,9/25/2023 12:15:00,,2/1/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,10/19/2023 0:00:00,10/19/2023 10:40:00,10/20/2023 9:15:00,,2/1/2024 0:00:00,2 - SAL
Fabian,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"25,680.00",8/31/2023 0:00:00,8/31/2023 13:42:00,9/7/2023 13:05:00,"9/28/2023, 2:48 PM",9/28/2023 0:00:00,4 - Closed Won
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"9,000.00",9/12/2023 0:00:00,,,,9/28/2023 0:00:00,
Lauren,Mid-Market,New,AE Outbound,Outbound,Closed Won,"27,302.40",9/5/2023 0:00:00,9/5/2023 11:14:00,9/5/2023 11:14:00,"9/28/2023, 8:31 AM",9/28/2023 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"21,813.00",9/28/2023 0:00:00,,,,9/29/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"26,592.00",9/28/2023 0:00:00,,,,9/29/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Case Studies,Closed Won,"9,063.00",9/28/2023 0:00:00,,,,9/29/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"8,649.00",9/28/2023 0:00:00,,,,9/29/2023 0:00:00,
Cindy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,"12,072.00",7/26/2023 0:00:00,7/26/2023 10:28:00,8/8/2023 12:42:00,"8/8/2023, 12:42 PM",1/31/2024 0:00:00,3 - SQO
Fabian,Mid-Market,New,AE Outbound,Outbound,Closed Won,"20,178.00",7/13/2023 0:00:00,7/13/2023 14:25:00,7/13/2023 14:25:00,"8/22/2023, 10:44 AM",9/29/2023 0:00:00,4 - Closed Won
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"24,075.00",9/26/2023 0:00:00,,,,9/29/2023 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"15,442.20",9/27/2023 0:00:00,,,,9/30/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"2,772.00",9/28/2023 0:00:00,,,,10/2/2023 0:00:00,
Fabian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"90,000.00",11/15/2023 0:00:00,11/15/2023 12:45:00,11/15/2023 12:45:00,"11/29/2023, 6:54 AM",1/31/2024 0:00:00,3 - SQO
Fabian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,11/15/2023 0:00:00,11/15/2023 14:09:00,11/15/2023 14:09:00,,1/31/2024 0:00:00,2 - SAL
Fabian,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,11/28/2023 0:00:00,11/28/2023 9:47:00,12/7/2023 11:24:00,,1/31/2024 0:00:00,2 - SAL
Fabian,Mid-Market,New,Marketing , Website Direct,Closed Lost,"24,000.00",12/7/2023 0:00:00,12/7/2023 10:14:00,12/7/2023 10:14:00,"12/11/2023, 6:49 AM",1/31/2024 0:00:00,3 - SQO
Fabian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"72,000.00",12/21/2023 0:00:00,12/21/2023 9:06:00,12/21/2023 9:06:00,"1/8/2024, 2:44 PM",1/31/2024 0:00:00,3 - SQO
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,11/14/2023 0:00:00,11/14/2023 13:58:00,,,1/31/2024 0:00:00,1 - SQL
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,224.00",9/28/2023 0:00:00,,,,10/2/2023 0:00:00,
Gabby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,7/26/2023 0:00:00,7/26/2023 7:20:00,7/26/2023 7:20:00,,1/31/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,8/16/2023 0:00:00,8/16/2023 16:32:00,8/16/2023 16:32:00,,1/31/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"28,800.00",8/22/2023 0:00:00,8/22/2023 10:12:00,8/28/2023 11:49:00,"8/31/2023, 12:33 PM",1/31/2024 0:00:00,3 - SQO
Gabby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,8/22/2023 0:00:00,8/22/2023 12:13:00,8/22/2023 12:13:00,,1/31/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,Marketing , Website Direct,Closed Lost,,8/25/2023 0:00:00,8/25/2023 6:59:00,8/25/2023 6:59:00,,1/31/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,8/25/2023 0:00:00,8/25/2023 13:22:00,9/28/2023 12:27:00,,1/31/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"57,600.00",9/22/2023 0:00:00,9/22/2023 10:39:00,10/3/2023 12:10:00,"10/27/2023, 6:37 AM",1/31/2024 0:00:00,3 - SQO
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Lost,"73,965.00",10/18/2023 0:00:00,,,,1/31/2024 0:00:00,
Gabby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,11/6/2023 0:00:00,11/6/2023 15:51:00,11/6/2023 15:51:00,,1/31/2024 0:00:00,2 - SAL
Gabby,Mid-Market,New,Marketing , Website Direct,Closed Lost,"81,000.00",11/27/2023 0:00:00,11/27/2023 13:15:00,11/30/2023 10:36:00,"11/30/2023, 1:55 PM",1/31/2024 0:00:00,3 - SQO
Myles,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,11/17/2023 0:00:00,11/17/2023 11:19:00,11/17/2023 11:19:00,,1/31/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,12/11/2023 0:00:00,12/11/2023 18:01:00,12/11/2023 18:01:00,,1/31/2024 0:00:00,2 - SAL
Myles,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,1/8/2024 0:00:00,1/8/2024 9:46:00,1/8/2024 9:46:00,,1/31/2024 0:00:00,2 - SAL
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,049.00",10/2/2023 0:00:00,,,,10/2/2023 0:00:00,
Ian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"49,770.00",11/27/2023 0:00:00,11/27/2023 7:19:00,11/27/2023 7:19:00,"11/30/2023, 1:19 PM",1/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"84,120.00",7/25/2023 0:00:00,7/25/2023 14:06:00,7/25/2023 14:06:00,"8/28/2023, 9:46 AM",1/30/2024 0:00:00,3 - SQO
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Lost,,12/13/2023 0:00:00,,,,1/30/2024 0:00:00,
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/11/2024 0:00:00,1/11/2024 7:38:00,,,1/30/2024 0:00:00,1 - SQL
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,940.00",10/2/2023 0:00:00,,,,10/2/2023 0:00:00,
Ian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"3,888.00",9/27/2023 0:00:00,,,,10/2/2023 0:00:00,
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,1/25/2024 0:00:00,1/25/2024 7:38:00,,,1/30/2024 0:00:00,1 - SQL
Fabian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,11/13/2023 0:00:00,11/13/2023 8:33:00,11/13/2023 8:33:00,,1/30/2024 0:00:00,2 - SAL
Fabian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,12/1/2023 0:00:00,12/1/2023 8:59:00,12/1/2023 8:59:00,,1/30/2024 0:00:00,2 - SAL
Fabian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,12/5/2023 0:00:00,12/5/2023 7:30:00,12/5/2023 7:30:00,,1/30/2024 0:00:00,2 - SAL
Ian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"29,376.00",9/27/2023 0:00:00,,,,10/2/2023 0:00:00,
Ian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"44,091.00",9/28/2023 0:00:00,,,,10/2/2023 0:00:00,
Fabian,Mid-Market,Expansion,Marketing , Event,Closed Won,,9/19/2023 0:00:00,,,,10/2/2023 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"1,287.00",9/26/2023 0:00:00,,,,10/2/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,680.00",8/10/2023 0:00:00,,,,10/3/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"4,068.00",10/3/2023 0:00:00,,,,10/3/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,450.00",10/3/2023 0:00:00,,,,10/3/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,050.00",10/2/2023 0:00:00,,,,10/3/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,584.00",10/3/2023 0:00:00,,,,10/3/2023 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"16,320.00",9/29/2023 0:00:00,,,,10/3/2023 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"9,996.00",9/29/2023 0:00:00,,,,10/3/2023 0:00:00,
Fabian,Mid-Market,Expansion,Marketing , Website Direct,Closed Won,,9/19/2023 0:00:00,,,,10/3/2023 0:00:00,
Gabby,Mid-Market,Expansion,Marketing , Event,Closed Won,"6,518.40",9/29/2023 0:00:00,,,,10/3/2023 0:00:00,
Lauren,Mid-Market,New,Marketing , Website Direct,Closed Won,"18,576.00",9/25/2023 0:00:00,9/25/2023 13:41:00,9/28/2023 11:15:00,"10/3/2023, 2:24 PM",10/3/2023 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,476.00",8/11/2023 0:00:00,,,,10/4/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"13,440.00",10/2/2023 0:00:00,,,,10/4/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"18,468.00",10/3/2023 0:00:00,,,,10/4/2023 0:00:00,
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Lost,"2,112.00",1/23/2024 0:00:00,,,,1/29/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"19,344.00",10/4/2023 0:00:00,,,,10/4/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,336.00",10/4/2023 0:00:00,,,,10/4/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"22,860.00",10/1/2023 0:00:00,,,,10/4/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,430.00",10/3/2023 0:00:00,,,,10/4/2023 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"19,470.00",10/3/2023 0:00:00,,,,10/4/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"20,563.20",9/28/2023 0:00:00,,,,10/5/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"68,304.00",9/29/2023 0:00:00,,,,10/5/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,653.20",10/4/2023 0:00:00,,,,10/5/2023 0:00:00,
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Won,"38,313.00",8/17/2023 0:00:00,8/17/2023 13:27:00,8/17/2023 13:27:00,"8/22/2023, 6:50 AM",10/5/2023 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,Marketing , Content Forms,Closed Won,"23,772.00",9/28/2023 0:00:00,,,,10/6/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"4,704.00",10/5/2023 0:00:00,,,,10/6/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,461.60",10/6/2023 0:00:00,,,,10/6/2023 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"9,600.00",9/27/2023 0:00:00,,,,10/6/2023 0:00:00,
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"120,624.00",9/27/2023 0:00:00,9/27/2023 11:28:00,9/27/2023 11:28:00,"9/28/2023, 8:16 PM",10/6/2023 0:00:00,4 - Closed Won
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"3,780.00",10/6/2023 0:00:00,,,,10/6/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"7,236.00",10/3/2023 0:00:00,,,,10/9/2023 0:00:00,
Ian,Mid-Market,New,Marketing , Website Direct,Closed Lost,"78,411.00",10/25/2023 0:00:00,10/25/2023 11:08:00,11/14/2023 9:10:00,"11/21/2023, 3:00 PM",1/23/2024 0:00:00,3 - SQO
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,720.00,10/6/2023 0:00:00,,,,10/10/2023 0:00:00,
Myles,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"160,800.00",10/30/2023 0:00:00,10/30/2023 8:23:00,11/9/2023 8:48:00,"11/9/2023, 8:48 AM",1/23/2024 0:00:00,3 - SQO
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,430.00",10/9/2023 0:00:00,,,,10/10/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"22,321.20",10/10/2023 0:00:00,,,,10/10/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,712.00",10/10/2023 0:00:00,,,,10/10/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,818.00",10/10/2023 0:00:00,,,,10/10/2023 0:00:00,
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,11/30/2023 0:00:00,11/30/2023 9:32:00,11/30/2023 9:32:00,,1/22/2024 0:00:00,2 - SAL
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Lost,"3,498.60",12/18/2023 0:00:00,,,,1/22/2024 0:00:00,
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"19,699.20",10/4/2023 0:00:00,,,,10/10/2023 0:00:00,
Cindy,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,"14,445.00",12/4/2023 0:00:00,,,,1/20/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Lost,,12/19/2023 0:00:00,,,,1/20/2024 0:00:00,
Cindy,Enterprise,Expansion,Marketing , Event,Closed Lost,"1,716,000.00",1/10/2024 0:00:00,,,,1/20/2024 0:00:00,
Lauren,Mid-Market,New,Marketing , Website Direct,Closed Won,"19,260.00",10/6/2023 0:00:00,10/6/2023 15:18:00,10/6/2023 15:18:00,"10/6/2023, 3:21 PM",10/10/2023 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,788.00",9/19/2023 0:00:00,,,,10/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"193,670.40",9/29/2023 0:00:00,,,,10/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"53,164.80",9/29/2023 0:00:00,,,,10/11/2023 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"19,702.80",9/29/2023 0:00:00,,,,10/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"8,400.00",9/29/2023 0:00:00,,,,10/11/2023 0:00:00,
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"30,312.00",9/29/2023 0:00:00,,,,10/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,436.00",9/29/2023 0:00:00,,,,10/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"15,744.00",9/29/2023 0:00:00,,,,10/11/2023 0:00:00,
Myles,Mid-Market,New,Marketing , Website Direct,Closed Lost,"16,800.00",8/21/2023 0:00:00,8/21/2023 8:17:00,8/21/2023 8:17:00,"8/31/2023, 10:41 AM",1/19/2024 0:00:00,3 - SQO
Katie,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"131,947.20",9/29/2023 0:00:00,,,,10/11/2023 0:00:00,
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"57,000.00",11/10/2023 0:00:00,11/10/2023 10:27:00,11/10/2023 10:27:00,"11/13/2023, 9:04 AM",1/18/2024 0:00:00,3 - SQO
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"10,080.00",9/29/2023 0:00:00,,,,10/11/2023 0:00:00,
Bobby,Mid-Market,New,Marketing , Event,Closed Lost,,7/20/2023 0:00:00,7/20/2023 9:50:00,7/20/2023 9:50:00,,1/18/2024 0:00:00,2 - SAL
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,8/24/2023 0:00:00,8/24/2023 13:57:00,8/29/2023 9:28:00,,1/18/2024 0:00:00,2 - SAL
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Lost,,9/20/2023 0:00:00,,,,1/18/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"39,019.20",9/29/2023 0:00:00,,,,10/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"37,814.40",9/29/2023 0:00:00,,,,10/11/2023 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"28,920.00",10/3/2023 0:00:00,,,,10/11/2023 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"8,012.40",10/10/2023 0:00:00,,,,10/11/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,368.00",8/18/2023 0:00:00,,,,10/11/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,824.00",8/22/2023 0:00:00,,,,10/11/2023 0:00:00,
Judy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,,1/8/2024 0:00:00,1/8/2024 8:33:00,,,1/17/2024 0:00:00,1 - SQL
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,12/20/2023 0:00:00,12/20/2023 8:12:00,,,1/17/2024 0:00:00,1 - SQL
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"46,461.60",10/26/2023 0:00:00,10/26/2023 6:23:00,10/26/2023 6:23:00,"11/21/2023, 12:19 PM",1/17/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"24,000.00",11/30/2023 0:00:00,11/30/2023 11:43:00,11/30/2023 11:43:00,"1/8/2024, 5:20 PM",1/17/2024 0:00:00,3 - SQO
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"90,000.00",12/11/2023 0:00:00,12/11/2023 6:12:00,12/11/2023 6:12:00,"1/8/2024, 5:23 PM",1/17/2024 0:00:00,3 - SQO
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,585.00",10/4/2023 0:00:00,,,,10/11/2023 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,,10/10/2023 0:00:00,,,,10/11/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,,10/3/2023 0:00:00,,,,10/11/2023 0:00:00,
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"25,110.00",9/12/2023 0:00:00,9/12/2023 7:50:00,9/19/2023 13:54:00,"10/2/2023, 12:31 PM",10/11/2023 0:00:00,4 - Closed Won
Ian,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"72,630.00",10/5/2023 0:00:00,10/5/2023 14:30:00,10/5/2023 14:30:00,"10/5/2023, 2:30 PM",10/11/2023 0:00:00,4 - Closed Won
Cindy,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,,12/20/2023 0:00:00,,,,1/16/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Content Forms,Closed Won,"21,252.00",10/10/2023 0:00:00,,,,10/12/2023 0:00:00,
